"mqtt_topic","mqtt_json_path","device","tag","yard_tag","target_type","terminal","cabinet","system","description","unit","precision","data_type"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m9","cell8","KEB8","System_5_45_3_Cell_Voltage_M9_2_cell8",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M9_2_cell8","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m9","cell9","KEB8","System_5_45_3_Cell_Voltage_M9_2_cell9",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M9_2_cell9","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m9","cell10","KEB8","System_5_45_3_Cell_Voltage_M9_3_cell10",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M9_3_cell10","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m9","cell11","KEB8","System_5_45_3_Cell_Voltage_M9_3_cell11",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M9_3_cell11","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m9","cell12","KEB8","System_5_45_3_Cell_Voltage_M9_3_cell12",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M9_3_cell12","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m9","cell13","KEB8","System_5_45_3_Cell_Voltage_M9_4_cell13",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M9_4_cell13","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m9","cell14","KEB8","System_5_45_3_Cell_Voltage_M9_4_cell14",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M9_4_cell14","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m10","cell1","KEB8","System_5_45_3_Cell_Voltage_M10_0_cell1",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M10_0_cell1","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m10","cell2","KEB8","System_5_45_3_Cell_Voltage_M10_0_cell2",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M10_0_cell2","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m10","cell3","KEB8","System_5_45_3_Cell_Voltage_M10_0_cell3",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M10_0_cell3","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m10","cell4","KEB8","System_5_45_3_Cell_Voltage_M10_1_cell4",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M10_1_cell4","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m10","cell5","KEB8","System_5_45_3_Cell_Voltage_M10_1_cell5",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M10_1_cell5","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m10","cell6","KEB8","System_5_45_3_Cell_Voltage_M10_1_cell6",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M10_1_cell6","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m10","cell7","KEB8","System_5_45_3_Cell_Voltage_M10_2_cell7",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M10_2_cell7","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m10","cell8","KEB8","System_5_45_3_Cell_Voltage_M10_2_cell8",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M10_2_cell8","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m10","cell9","KEB8","System_5_45_3_Cell_Voltage_M10_2_cell9",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M10_2_cell9","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m10","cell10","KEB8","System_5_45_3_Cell_Voltage_M10_3_cell10",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M10_3_cell10","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m10","cell11","KEB8","System_5_45_3_Cell_Voltage_M10_3_cell11",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M10_3_cell11","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m10","cell12","KEB8","System_5_45_3_Cell_Voltage_M10_3_cell12",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M10_3_cell12","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m10","cell13","KEB8","System_5_45_3_Cell_Voltage_M10_4_cell13",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M10_4_cell13","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m10","cell14","KEB8","System_5_45_3_Cell_Voltage_M10_4_cell14",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M10_4_cell14","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m11","cell1","KEB8","System_5_45_3_Cell_Voltage_M11_0_cell1",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M11_0_cell1","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m11","cell2","KEB8","System_5_45_3_Cell_Voltage_M11_0_cell2",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M11_0_cell2","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m11","cell3","KEB8","System_5_45_3_Cell_Voltage_M11_0_cell3",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M11_0_cell3","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m11","cell4","KEB8","System_5_45_3_Cell_Voltage_M11_1_cell4",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M11_1_cell4","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m11","cell5","KEB8","System_5_45_3_Cell_Voltage_M11_1_cell5",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M11_1_cell5","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m11","cell6","KEB8","System_5_45_3_Cell_Voltage_M11_1_cell6",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M11_1_cell6","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m11","cell7","KEB8","System_5_45_3_Cell_Voltage_M11_2_cell7",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M11_2_cell7","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m11","cell8","KEB8","System_5_45_3_Cell_Voltage_M11_2_cell8",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M11_2_cell8","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m11","cell9","KEB8","System_5_45_3_Cell_Voltage_M11_2_cell9",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M11_2_cell9","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m11","cell10","KEB8","System_5_45_3_Cell_Voltage_M11_3_cell10",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M11_3_cell10","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m11","cell11","KEB8","System_5_45_3_Cell_Voltage_M11_3_cell11",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M11_3_cell11","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m11","cell12","KEB8","System_5_45_3_Cell_Voltage_M11_3_cell12",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M11_3_cell12","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m11","cell13","KEB8","System_5_45_3_Cell_Voltage_M11_4_cell13",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M11_4_cell13","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m11","cell14","KEB8","System_5_45_3_Cell_Voltage_M11_4_cell14",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M11_4_cell14","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m12","cell1","KEB8","System_5_45_3_Cell_Voltage_M12_0_cell1",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M12_0_cell1","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m12","cell2","KEB8","System_5_45_3_Cell_Voltage_M12_0_cell2",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M12_0_cell2","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m12","cell3","KEB8","System_5_45_3_Cell_Voltage_M12_0_cell3",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M12_0_cell3","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m12","cell4","KEB8","System_5_45_3_Cell_Voltage_M12_1_cell4",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M12_1_cell4","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m12","cell5","KEB8","System_5_45_3_Cell_Voltage_M12_1_cell5",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M12_1_cell5","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m12","cell6","KEB8","System_5_45_3_Cell_Voltage_M12_1_cell6",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M12_1_cell6","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m12","cell7","KEB8","System_5_45_3_Cell_Voltage_M12_2_cell7",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M12_2_cell7","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m12","cell8","KEB8","System_5_45_3_Cell_Voltage_M12_2_cell8",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M12_2_cell8","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m12","cell9","KEB8","System_5_45_3_Cell_Voltage_M12_2_cell9",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M12_2_cell9","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m12","cell10","KEB8","System_5_45_3_Cell_Voltage_M12_3_cell10",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M12_3_cell10","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m12","cell11","KEB8","System_5_45_3_Cell_Voltage_M12_3_cell11",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M12_3_cell11","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m12","cell12","KEB8","System_5_45_3_Cell_Voltage_M12_3_cell12",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M12_3_cell12","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m12","cell13","KEB8","System_5_45_3_Cell_Voltage_M12_4_cell13",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M12_4_cell13","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m12","cell14","KEB8","System_5_45_3_Cell_Voltage_M12_4_cell14",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M12_4_cell14","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m13","cell1","KEB8","System_5_45_3_Cell_Voltage_M13_0_cell1",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M13_0_cell1","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m13","cell2","KEB8","System_5_45_3_Cell_Voltage_M13_0_cell2",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M13_0_cell2","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m13","cell3","KEB8","System_5_45_3_Cell_Voltage_M13_0_cell3",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M13_0_cell3","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m13","cell4","KEB8","System_5_45_3_Cell_Voltage_M13_1_cell4",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M13_1_cell4","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m13","cell5","KEB8","System_5_45_3_Cell_Voltage_M13_1_cell5",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M13_1_cell5","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m13","cell6","KEB8","System_5_45_3_Cell_Voltage_M13_1_cell6",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M13_1_cell6","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m13","cell7","KEB8","System_5_45_3_Cell_Voltage_M13_2_cell7",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M13_2_cell7","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m13","cell8","KEB8","System_5_45_3_Cell_Voltage_M13_2_cell8",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M13_2_cell8","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m13","cell9","KEB8","System_5_45_3_Cell_Voltage_M13_2_cell9",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M13_2_cell9","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m13","cell10","KEB8","System_5_45_3_Cell_Voltage_M13_3_cell10",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M13_3_cell10","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m13","cell11","KEB8","System_5_45_3_Cell_Voltage_M13_3_cell11",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M13_3_cell11","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m13","cell12","KEB8","System_5_45_3_Cell_Voltage_M13_3_cell12",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M13_3_cell12","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m13","cell13","KEB8","System_5_45_3_Cell_Voltage_M13_4_cell13",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M13_4_cell13","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m13","cell14","KEB8","System_5_45_3_Cell_Voltage_M13_4_cell14",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M13_4_cell14","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m14","cell1","KEB8","System_5_45_3_Cell_Voltage_M14_0_cell1",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M14_0_cell1","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m14","cell2","KEB8","System_5_45_3_Cell_Voltage_M14_0_cell2",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M14_0_cell2","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m14","cell3","KEB8","System_5_45_3_Cell_Voltage_M14_0_cell3",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M14_0_cell3","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m14","cell4","KEB8","System_5_45_3_Cell_Voltage_M14_1_cell4",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M14_1_cell4","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m14","cell5","KEB8","System_5_45_3_Cell_Voltage_M14_1_cell5",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M14_1_cell5","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m14","cell6","KEB8","System_5_45_3_Cell_Voltage_M14_1_cell6",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M14_1_cell6","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m14","cell7","KEB8","System_5_45_3_Cell_Voltage_M14_2_cell7",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M14_2_cell7","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m14","cell8","KEB8","System_5_45_3_Cell_Voltage_M14_2_cell8",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M14_2_cell8","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m14","cell9","KEB8","System_5_45_3_Cell_Voltage_M14_2_cell9",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M14_2_cell9","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m14","cell10","KEB8","System_5_45_3_Cell_Voltage_M14_3_cell10",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M14_3_cell10","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m14","cell11","KEB8","System_5_45_3_Cell_Voltage_M14_3_cell11",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M14_3_cell11","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m14","cell12","KEB8","System_5_45_3_Cell_Voltage_M14_3_cell12",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M14_3_cell12","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m14","cell13","KEB8","System_5_45_3_Cell_Voltage_M14_4_cell13",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M14_4_cell13","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m14","cell14","KEB8","System_5_45_3_Cell_Voltage_M14_4_cell14",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M14_4_cell14","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m15","cell1","KEB8","System_5_45_3_Cell_Voltage_M15_0_cell1",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M15_0_cell1","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m15","cell2","KEB8","System_5_45_3_Cell_Voltage_M15_0_cell2",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M15_0_cell2","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m15","cell3","KEB8","System_5_45_3_Cell_Voltage_M15_0_cell3",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M15_0_cell3","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m15","cell4","KEB8","System_5_45_3_Cell_Voltage_M15_1_cell4",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M15_1_cell4","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m15","cell5","KEB8","System_5_45_3_Cell_Voltage_M15_1_cell5",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M15_1_cell5","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m15","cell6","KEB8","System_5_45_3_Cell_Voltage_M15_1_cell6",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M15_1_cell6","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m15","cell7","KEB8","System_5_45_3_Cell_Voltage_M15_2_cell7",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M15_2_cell7","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m15","cell8","KEB8","System_5_45_3_Cell_Voltage_M15_2_cell8",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M15_2_cell8","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m15","cell9","KEB8","System_5_45_3_Cell_Voltage_M15_2_cell9",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M15_2_cell9","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m15","cell10","KEB8","System_5_45_3_Cell_Voltage_M15_3_cell10",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M15_3_cell10","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m15","cell11","KEB8","System_5_45_3_Cell_Voltage_M15_3_cell11",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M15_3_cell11","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m15","cell12","KEB8","System_5_45_3_Cell_Voltage_M15_3_cell12",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M15_3_cell12","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m15","cell13","KEB8","System_5_45_3_Cell_Voltage_M15_4_cell13",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M15_4_cell13","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.3-cell-voltage-m15","cell14","KEB8","System_5_45_3_Cell_Voltage_M15_4_cell14",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.3_Cell_Voltage_M15_4_cell14","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m0","cell1","KEB8","System_5_45_4_Cell_Voltage_M0_0_cell1",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M0_0_cell1","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m0","cell2","KEB8","System_5_45_4_Cell_Voltage_M0_0_cell2",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M0_0_cell2","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m0","cell3","KEB8","System_5_45_4_Cell_Voltage_M0_0_cell3",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M0_0_cell3","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m0","cell4","KEB8","System_5_45_4_Cell_Voltage_M0_1_cell4",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M0_1_cell4","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m0","cell5","KEB8","System_5_45_4_Cell_Voltage_M0_1_cell5",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M0_1_cell5","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m0","cell6","KEB8","System_5_45_4_Cell_Voltage_M0_1_cell6",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M0_1_cell6","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m0","cell7","KEB8","System_5_45_4_Cell_Voltage_M0_2_cell7",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M0_2_cell7","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m0","cell8","KEB8","System_5_45_4_Cell_Voltage_M0_2_cell8",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M0_2_cell8","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m0","cell9","KEB8","System_5_45_4_Cell_Voltage_M0_2_cell9",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M0_2_cell9","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m0","cell10","KEB8","System_5_45_4_Cell_Voltage_M0_3_cell10",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M0_3_cell10","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m0","cell11","KEB8","System_5_45_4_Cell_Voltage_M0_3_cell11",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M0_3_cell11","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m0","cell12","KEB8","System_5_45_4_Cell_Voltage_M0_3_cell12",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M0_3_cell12","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m0","cell13","KEB8","System_5_45_4_Cell_Voltage_M0_4_cell13",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M0_4_cell13","mV",,"REAL"
